authIdHal_s,authFirstName_s,authLastName_s,authQuality_s,halId_s,title_s,docType_s,publicationDateY_i,publicationDate_s,doiId_s,acronym_s,affiliation_ref
2781973-1495181,Apolline,Mellot,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
48842-183126,Antoine,Collas,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1066529
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1061259
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,419361
16903-687,Alexandre,Gramfort,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
16903-687,Alexandre,Gramfort,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,419361
27553-20795,Denis,Engemann,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,247959
2781973-1495181,Apolline,Mellot,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,419361
2781973-1495181,Apolline,Mellot,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
48842-183126,Antoine,Collas,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1066529
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1061259
14883-1937,Sylvain,Chevallier,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,419361
16903-687,Alexandre,Gramfort,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,1124248
16903-687,Alexandre,Gramfort,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,419361
27553-20795,Denis,Engemann,aut,hal-04902523,Geodesic optimization for predictive shift adaptation on EEG data,COMM,2024,2024-12-10,,CEA,247959
2862834-1687195,Alexandrina,Bodrug-Schepers,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
3155822-0,Hugo,Chabane,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
24869-0,Gabriela,Montoya,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
213369-946065,Richard,Redon,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
39877-1448,Alban,Gaignard,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1002426
39877-1448,Alban,Gaignard,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
17732-3952,Patricia,Serrano-Alvarado,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
2862834-1687195,Alexandrina,Bodrug-Schepers,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
3155822-0,Hugo,Chabane,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
24869-0,Gabriela,Montoya,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
213369-946065,Richard,Redon,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
39877-1448,Alban,Gaignard,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1002426
39877-1448,Alban,Gaignard,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088523
17732-3952,Patricia,Serrano-Alvarado,aut,hal-04908530,Semantic Beacons: a framework to support federated querying over genomic variants and public Knowledge Graphs,COMM,2025,2025-02-24,,CEA,1088564
10275-2060,Camille,Maumet,aut,hal-04926453,Variability in brain imaging studies across different analysis pipelines,PRESCONF,2025,2025-02-04,,UNIV-RENNES1,1092625
10275-2060,Camille,Maumet,aut,hal-04926453,Variability in brain imaging studies across different analysis pipelines,PRESCONF,2025,2025-02-04,,UNIV-RENNES1,1092625
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
2569807-0,Montassar,Naghmouchi,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1076412
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
3402609-0,Manuel Gil,Pérez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
3402610-0,Antonio Ruiz,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
2893287-0,Pantaleone,Nespoli,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
3402608-0,Antonio López,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
2569807-0,Montassar,Naghmouchi,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
29000-175376,Maryline,Laurent,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1076412
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,563936
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,95600
47468-743397,Joaquin,Garcia‐alfaro,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,1101446
3402609-0,Manuel Gil,Pérez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
3402610-0,Antonio Ruiz,Martínez,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
2893287-0,Pantaleone,Nespoli,aut,hal-04930967,Empower healthcare through a self-sovereign identity infrastructure for secure electronic health data access,OTHER,2025,2025-01-21,10.48550/arXiv.2501.12229,TELECOM-PARISTECH,
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1076412
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,302102
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,481355
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,491664
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
2569807-1255383,Montassar,Naghmouchi,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
29000-175376,Maryline,Laurent,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1076412
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,302102
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,481355
28439-176982,Claire,Levallois-Barth,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,491664
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,563936
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,95600
25432-754014,Nesrine,Kaaniche,aut,hal-04931054,Comparative analysis of technical and legal frameworks of various national digial identity solutions,OTHER,2023,2023-10-02,10.48550/arXiv.2310.01006,SHS,1101446
2426401-0,Amazigh,Mokhtari,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
2640051-1001198,El,Ibrahim,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,202046
1260183-0,Arnaud,Gloaguen,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,557361
1384620-0,Claire-Cécile,Barrot,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
53563-0,David,Cohen,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
3405459-1661267,Margot,Derouin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
7650-0,Hortense,Vachon,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
7650-0,Hortense,Vachon,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1056732
668427-0,Guillaume,Charbonnier,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
177128-0,Béatrice,Loriod,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
177128-0,Béatrice,Loriod,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1056732
167942-1579992,Charles,Decraene,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
315586-1302208,Ipek,Yalcin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
315586-1302208,Ipek,Yalcin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93488
41954-0,Cynthia,Marie-Claire,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1004834
194900-0,Bruno,Etain,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1004834
194900-0,Bruno,Etain,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,557951
926357-774517,Raoul,Belzeaux,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,202046
926357-774517,Raoul,Belzeaux,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,141674
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,581146
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,303442
18882-739502,Pierre-Eric,Lutz,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
18882-739502,Pierre-Eric,Lutz,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,262268
2426401-0,Amazigh,Mokhtari,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
2640051-1001198,El,Ibrahim,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,202046
1260183-0,Arnaud,Gloaguen,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,557361
1384620-0,Claire-Cécile,Barrot,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
53563-0,David,Cohen,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
3405459-1661267,Margot,Derouin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
7650-0,Hortense,Vachon,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
7650-0,Hortense,Vachon,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1056732
668427-0,Guillaume,Charbonnier,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
177128-0,Béatrice,Loriod,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,526050
177128-0,Béatrice,Loriod,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1056732
167942-1579992,Charles,Decraene,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
315586-1302208,Ipek,Yalcin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
315586-1302208,Ipek,Yalcin,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93488
41954-0,Cynthia,Marie-Claire,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1004834
194900-0,Bruno,Etain,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1004834
194900-0,Bruno,Etain,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,557951
926357-774517,Raoul,Belzeaux,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,202046
926357-774517,Raoul,Belzeaux,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,141674
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,1005068
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,581146
982022-0,Andrée,Delahaye-Duriez,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,303442
18882-739502,Pierre-Eric,Lutz,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,93782
18882-739502,Pierre-Eric,Lutz,aut,hal-04934910,Using multiomic integration to improve blood biomarkers of major depressive disorder: a case-control study,ART,2025,2025-03,10.1016/j.ebiom.2025.105569,CEA,262268
3173848-0,Van Tuan,Nguyen,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1211600
3173848-0,Van Tuan,Nguyen,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1004954
1730335-0,Adeline,Fermanian,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1004954
27109-5298,Antoine,Barbieri,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,476572
29649-743334,Sarah,Zohar,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1067737
598677-776949,Anne-Sophie,Jannot,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1067737
1270481-0,Simon,Bussy,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1211600
348857-0,Agathe,Guilloux,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1067737
3173848-0,Van Tuan,Nguyen,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1211600
3173848-0,Van Tuan,Nguyen,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1004954
1730335-0,Adeline,Fermanian,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,1004954
27109-5298,Antoine,Barbieri,aut,hal-04875977,An efficient joint model for high dimensional longitudinal and survival data via generic association features,ART,2024,2024-12-16,10.1093/biomtc/ujae149,EPHE,476572
